,0
8894,PHLDA2
8895,ABCB9
8896,RNF26
8897,MS4A4E
8898,APOC3
8899,NEMP2
8900,RPL18
8901,CTNNBL1
8902,PLAGL1
8903,IQANK1
8904,DHX30
8905,TNP2
8906,DCUN1D1
8907,TACR3
8908,TMSB15B
8909,RGPD5
8910,BTK
8911,ASH1L
8912,MAP3K8
8913,PLEKHA8
8914,ATG14
8915,PIGM
8916,HRAS
8917,IL7R
8918,MRPL27
8919,RNF166
8920,NGEF
8921,URB2
8922,CXCL2
8923,CARD6
8924,CCNB1
8925,FAM90A7
8926,FBXW2
8927,HEIH
8928,GBE1
8929,NAF1
8930,UGDH
8931,IPO11
8932,PIGX
8933,ACER3
8934,SOCS1
8935,C1QTNF3
8936,SHOX
8937,LSINCT5
8938,NUMB
8939,XCR1
8940,COQ5
8941,CALHM3
8942,DCT
8943,NARS2
8944,PLEKHA1
8945,GET3
8946,PRR5
8947,TRIM10
8948,ZNF137P
8949,TCOF1
8950,DAPP1
8951,GRIN2C
8952,ATRNL1
8953,NTN3
8954,GPRC5B
8955,XCE
8956,GPX6
8957,G6PC3
8958,CENPJ
8959,BLOC1S2
8960,G0S2
8961,ZSCAN10
8962,PCDHGA11
8963,MMP25
8964,SCRT1
8965,CAMKMT
8966,FPR1
8967,RIPK2
8968,HINT2
8969,SELENOH
8970,RRS1
8971,SYT14P1
8972,CEP170
8973,TAGLN2
8974,ST3GAL2
8975,AGPAT1
8976,CALR
8977,GPT
8978,LMOD1
8979,ZBED4
8980,GYPA
8981,PICALM
8982,PRSS12
8983,SDHAF1
8984,C19orf12
8985,TKFC
8986,TMEM266
8987,STS
8988,HNRNPDL
8989,LPXN
8990,PEX13
8991,PKD2L1
8992,TBL1XR1
8993,KRT86
8994,MAPKAP1
8995,VSNL1
8996,PDE1A
8997,DCHS1
8998,ACOT4
8999,STAB2
9000,NUP98
9001,STX16
9002,RASSF2
9003,KCNH5
9004,EMP1
9005,CBWD1
9006,IL26
9007,GM2A
9008,ADRA2A
9009,MLLT1
9010,TOX4
9011,CUL1
9012,PABPN1
9013,MIR410
9014,IRX2
9015,CHAC1
9016,NMNAT2
9017,ZBTB40-IT1
9018,CFAP69
9019,GJC2
9020,ZEB1-AS1
9021,CASTOR1
9022,HP
9023,EIF3A
9024,DESI1
9025,OR10A5
9026,MTOR
9027,RRP7A
9028,CLDN7
9029,B4GALT2
9030,SLC30A2
9031,OCIAD1
9032,GOLGA7B
9033,LHX5
9034,GP5
9035,GGCT
9036,RASD1
9037,PIERCE1
9038,ABCC1
9039,MS4A5
9040,POMT2
9041,WDR82
9042,LPAR1
9043,ARHGEF19
9044,SLC43A1
9045,ACE
9046,ZNF33A
9047,SH3BP1
9048,DDX23
9049,SYT14
9050,TBK1
9051,UQCRC2
9052,TBX10
9053,CXCL1
9054,KLK9
9055,ATP5ME
9056,CLMP
9057,PLEKHA4
9058,MXI1
9059,ELK1
9060,PKD1L2
9061,PCDHA4
9062,CILP
9063,POLR2L
9064,DAZ4
9065,KCNS2
9066,HRH1
9067,USP45
9068,PCDHAC2
9069,PLEKHG2
9070,DNAAF9
9071,DLAT
9072,ATP6V0D1
9073,CEP85L
9074,CALB1
9075,MAP3K5
9076,TEF
9077,OR6A2
9078,SERINC5
9079,SERPINB4
9080,NABP1
9081,FEN1
9082,LINC00673
9083,RAP1B
9084,H1-7
9085,MED6
9086,STAM
9087,NOM1
9088,RGS5
9089,PCAT29
9090,SLITRK1
9091,RLIM
9092,LGI3
9093,C1orf31
9094,CACNG4
9095,ACOT2
9096,RAB11FIP4
9097,ZBTB33
9098,DMAP1
9099,CHST9
9100,BVES
9101,PPP1R3D
9102,LOXL3
9103,TUBD1
9104,IRX3
9105,ARHGAP8
9106,SNRNP70
9107,B4GAT1
9108,CAMK2A
9109,EXO1
9110,MED19
9111,SIDT1
9112,NOP56
9113,SPANXA1
9114,USB1
9115,CFP
9116,KERA
9117,AVPR1B
9118,SMIM20
9119,PTK6
9120,CHN2
9121,AMFR
9122,CHORDC1
9123,PPP3CA
9124,COLGALT2
9125,ADCY8
9126,NCOA4
9127,RENBP
9128,IMPDH2
9129,RHBDL1
9130,SMARCB1
9131,PLCZ1
9132,WDHD1
9133,ATP12A
9134,C1QTNF9
9135,VNN2
9136,GRID1
9137,HIC1
9138,NUP107
9139,IFTAP
9140,GCH1
9141,SLC4A8
9142,DNAJA3
9143,SMPX
9144,CLPX
9145,TIMM10
9146,TAF7L
9147,TWF2
9148,AP5S1
9149,NBPF9
9150,KDM4D
9151,VCX2
9152,CATSPER1
9153,BCORL1
9154,SCNN1D
9155,IARS1
9156,BHMT
9157,NCS1
9158,KCNH4
9159,CTSL
9160,MTMR7
9161,BMPR2
9162,LTB4R2
9163,SETMAR
9164,RANBP3
9165,FOXP2
9166,BMI1
9167,ACKR1
9168,MIEF1
9169,CYP1B1
9170,ITGA5
9171,VAV1
9172,RCVRN
9173,NXF2
9174,DPYSL4
9175,ELMO2
9176,EDDM3A
9177,GCM1
9178,DNAAF6
9179,ZFX
9180,HM13
9181,SLC35B2
9182,OAS1
9183,RPS6KB2
9184,G6PD
9185,NF2
9186,MARVELD2
9187,PRMT6
9188,FCAMR
9189,SLC35A1
9190,ASAP2
9191,RPLP2
9192,VASH2
9193,NAA25
9194,GPRC6A
9195,CAMK2N2
9196,COL6A4P2
9197,EMC4
9198,ARL9
9199,MAST2
9200,FAM9B
9201,SRGAP3
9202,MIRLET7B
9203,ALKBH5
9204,SQLE
9205,SDCBP
9206,ZXDC
9207,DDRGK1
9208,MIR656
9209,MUC21
9210,PCDHB4
9211,CCT6A
9212,XRRA1
9213,REPS2
9214,DAZ2
9215,PPL
9216,GMCL1
9217,KLHDC8B
9218,ELK3
9219,TANC2
9220,H3C12
9221,AKT3
9222,EID2B
9223,RIMKLA
9224,ALOX12
9225,GLIPR1
9226,RIPOR2
9227,VAMP8
9228,AP4E1
9229,VIPR2
9230,PHYHIP
9231,VGLL2
9232,KCNC1
9233,CALHM6
9234,FAM210B
9235,DDIT4
9236,FOXP1
9237,TRPM1
9238,IKBKG
9239,ID2
9240,VDR
9241,SMYD2
9242,NCSTN
9243,POFUT1
9244,DIRAS2
9245,TBXAS1
9246,CORT
9247,SOX7
9248,SATB2
9249,MIR10B
9250,RPP40
9251,UCK2
9252,STMN2
9253,ITM2C
9254,MIPEP
9255,NOMO2
9256,PJA2
9257,POU2F1
9258,SRSF6
9259,CCHCR1
9260,PREPL
9261,GOLPH3
9262,IVD
9263,EFNB1
9264,PIK3AP1
9265,RPS17
9266,RPS4Y2
9267,SKIV2L
9268,CHRNA6
9269,TMEM87B
9270,ENPP1
9271,CITED1
9272,DNAH12
9273,RBM24
9274,PDZD11
9275,SPNS3
9276,ASGR1
9277,NETO1
9278,FBRS
9279,EDAR
9280,HMSD
9281,SERPINF1
9282,COL6A1
9283,CHI3L2
9284,ZBTB6
9285,EVC2
9286,PPIP5K1
9287,ADIPOR1
9288,CNPY1
9289,MRPL21
9290,RPL38
9291,MIR133A2
9292,EDNRA
9293,ITGB6
9294,ISOC2
9295,IL1RN
9296,AGRN
9297,IKZF2
9298,NRF1
9299,RNR4
9300,INGX
9301,ATP6AP2
9302,TLX3
9303,POLD2
9304,TTC4
9305,NPSR1
9306,CDC42
9307,IGFL3
9308,SEC16A
9309,MT1L
9310,VIP
9311,TMC7
9312,SPEG
9313,ZIC1
9314,MST1R
9315,S100A8
9316,PPP2R2B
9317,PFKFB3
9318,PDP2
9319,ZYG11A
9320,TRIM72
9321,CACNA1I
9322,CARTPT
9323,KCNA10
9324,CHMP4A
9325,SERPINF2
9326,KIAA0391
9327,GAS7
9328,NPFF
9329,SDHAF2
9330,VPS72
9331,SNORD21
9332,TAP2
9333,JPX
9334,ZIC2
9335,EIF3C
9336,ACTL6B
9337,ABL2
9338,WDPCP
9339,DHRS4L1
9340,SH3RF2
9341,CST9
9342,SMURF2
9343,FBP2
9344,NKX2-1
9345,SPAG16
9346,SFSWAP
9347,PAK5
9348,GRID2IP
9349,SCD5
9350,MIR195
9351,FIS1
9352,COTL1
9353,UXT
9354,ARFGAP3
9355,HPS6
9356,TEFM
9357,COX6C
9358,GDF9
9359,KAZN
9360,APBA3
9361,KCNJ15
9362,INCA1
9363,KRTAP11-1
9364,NLRX1
9365,C12orf51
9366,CRYGN
9367,MND1
9368,EZH1
9369,ADAMTS16
9370,CAND1
9371,TBXA2R
9372,KLK11
9373,FBXL21P
9374,SOSTDC1
9375,TBXT
9376,AADAT
9377,HSD17B14
9378,CYP4F2
9379,ZNF593
9380,SLCO1B3
9381,ANO2
9382,DAGLB
9383,RERE
9384,GSK3B
9385,MIR296
9386,CLDN9
9387,PVT1
9388,CRABP1
9389,MFAP1
9390,SLC25A13
9391,DPEP3
9392,RDH8
9393,SMG8
9394,CCDC8
9395,RNR3
9396,C2orf28
9397,MIR570
9398,ZAP70
9399,FMO3
9400,ATP6V0C
9401,FSTL3
9402,AIRE
9403,GFPT2
9404,ANXA7
9405,ZNF142
9406,CAPZA3
9407,ERCC4
9408,FOLH1
9409,BLOC1S4
9410,PFDN5
9411,H2AC14
9412,DDX4
9413,NMT2
9414,NKX3-1
9415,FGF23
9416,ATP8B4
9417,XKR3
9418,MAGEA10
9419,MUC12
9420,MT1JP
9421,DCLK3
9422,POR
9423,CRACD
9424,KCTD8
9425,CAB39
9426,PEX11B
9427,BHLHE23
9428,UQCC1
9429,ATP6V0E1
9430,ATPAF1
9431,TRAPPC9
9432,NFYA
9433,AOC1
9434,VIL1
9435,LMBR1
9436,CACNG8
9437,TMEM30A
9438,DDX19B
9439,SCGB3A1
9440,PRDM2
9441,IL36RN
9442,CEMIP2
9443,ARHGAP27
9444,OXCT2
9445,FAU
9446,CXADR
9447,RING1
9448,TCAF1
9449,RP9
9450,MATR3
9451,INTS3
9452,TRP-TGG3-1
9453,CRABP2
9454,HDAC10
9455,PCDHA13
9456,GBP5
9457,F13A1
9458,KCNK6
9459,RHBDL2
9460,ANXA3
9461,RHO
9462,SH3GLB1
9463,ARHGDIG
9464,NCOA1
9465,MIR133B
9466,SRMS
9467,ISYNA1
9468,PRDM8
9469,NUBP2
9470,PANX2
9471,TARM1
9472,SLC25A36
9473,WDFY1
9474,NOG
9475,BCL2L10
9476,PDCD10
9477,KCNQ4
9478,MMP17
9479,ADAT2
9480,BRDT
9481,DNAJB1
9482,CBFA2T3
9483,FASN
9484,NDUFAF2
9485,TRIM32
9486,LAMA1
9487,LHFPL2
9488,MIR193A
9489,FBXL15
9490,RPRD2
9491,ZC3H4
9492,LOXL1
9493,PYHIN1
9494,BTF3
9495,CFI
9496,STX5
9497,IYD
9498,CMTM1
9499,ATP2B4
9500,CLIP1
9501,ZDHHC15
9502,MIR1915
9503,EFHD1
9504,MCMBP
9505,UPF3A
9506,BLM
9507,CCL19
9508,SORT1
9509,PPP2R1A
9510,LMAN2L
9511,FNTB
9512,XKRX
9513,GAS6
9514,ZNF263
9515,RFC3
9516,NPDC1
9517,BICDL2
9518,TMEM70
9519,EZHIP
9520,HCP5
9521,DNAJA2
9522,BZW2
9523,FBXL6
9524,DDB2
9525,APOBEC3G
9526,MRPS36
9527,CEP85
9528,KIN
9529,ASIC3
9530,PLXNB3
9531,SHC3
9532,KPNA2
9533,HRH4
9534,PSMG2
9535,CRNN
9536,ST3GAL4
9537,TPTE
9538,TAF4B
9539,MAG
9540,AHDC1
9541,TXNDC17
9542,SGSM3
9543,CYFIP1
9544,CHST15
9545,HNRNPC
9546,CBX7
9547,POU4F1
9548,MRPS24
9549,MDK
9550,SLC12A1
9551,HSD17B7
9552,CYB5R3
9553,RAMP2
9554,ZWINT
9555,SHBG
9556,GTPBP4
9557,ZDHHC12
9558,CLRN2
9559,ZSCAN4
9560,EBF2
9561,AMTN
9562,MIR100
9563,RUBCN
9564,CCAT1
9565,CMTM4
9566,PEX5
9567,LIAS
9568,RBP7
9569,PCYT1A
9570,NUDT1
9571,COL11A1
9572,EAF2
9573,NR1H4
9574,OBP2A
9575,RIOX1
9576,TCERG1
9577,FZD4
9578,PLA2R1
9579,ERO1B
9580,INPP5K
9581,ERP44
9582,RSPO4
9583,IL12RB1
9584,DDX11
9585,PTER
9586,TMEM25
9587,DYNLT3
9588,MEIG1
9589,RNF146
9590,ARFRP1
9591,SLC16A6
9592,GNPTG
9593,IL13
9594,TESMIN
9595,DCLK2
9596,SERPINA5
9597,RBM6
9598,CEP63
9599,KLRG1
9600,TPRKB
9601,DOC2B
9602,ODR4
9603,GDA
9604,TRMT10A
9605,LARGE1
9606,TALDO1
9607,PCCB
9608,C9orf142
9609,MID1IP1
9610,ZNF73P
9611,VEGFB
9612,ZRANB1
9613,MTFP1
9614,CD9
9615,PPP1R9B
9616,TNFSF10
9617,GNE
9618,RPS24
9619,ARPP19
9620,TBC1D16
9621,LMBRD1
9622,WNT2
9623,BSND
9624,HULC
9625,SAA1
9626,XG
9627,SOX3
9628,SALL3
9629,RXFP4
9630,FERMT1
9631,ARMC5
9632,FIP1L1
9633,ANPEP
9634,PIGN
9635,ASB3
9636,AP4S1
9637,ANKRD13A
9638,MPP2
9639,NFIA
9640,ACBD5
9641,PAX7
9642,HR
9643,ARIH1
9644,NLRP9
9645,GBGT1
9646,CHAC2
9647,OSBPL3
9648,CHMP1A
9649,RELN
9650,CERS1
9651,PPARGC1A
9652,RSPO2
9653,ZNF43
9654,RAVER1
9655,TRMT9B
9656,DHODH
9657,TBC1D3H
9658,FAM90A20P
9659,PTPMT1
9660,MINDY2
9661,PIGT
9662,CEP290
9663,HSD17B13
9664,DDN
9665,CBWD2
9666,C2CD2L
9667,SCARB2
9668,MIER1
9669,FABP4
9670,MAP3K7CL
9671,MAPKAPK5
9672,RPP21
9673,ZDHHC5
9674,BPNT2
9675,GLRA3
9676,IFITM3
9677,SRC
9678,SEMA6D
9679,NUDT15
9680,FRAT2
9681,ZFP69
9682,BRIX1
9683,ADAMTS10
9684,FPR3
9685,LSM5
9686,HDAC8
9687,ACSL6
9688,RABGEF1
9689,NUTM1
9690,AP2B1
9691,NRP2
9692,FGF8
9693,RBX1
9694,RGS12
9695,MAN1C1
9696,KCNF1
9697,ICE2
9698,MDH2
9699,PLA2G10
9700,ACOT6
9701,REC114
9702,MYBPC2
9703,RIMS3
9704,PIK3CD
9705,USP32
9706,SYNGAP1
9707,CRLF1
9708,KRT85
9709,RPGRIP1L
9710,DNAJC27
9711,DDX20
9712,TRPS1
9713,RCAN2
9714,ZNF267
9715,CYP4F12
9716,ADGRG2
9717,NBPF1
9718,EDF1
9719,KLHL1
9720,SEM1
9721,RPL15
9722,PCDHB15
9723,POLE3
9724,REEP5
9725,PITPNM1
9726,CRYBA2
9727,MALRD1
9728,TMEM26
9729,MIS18BP1
9730,MTHFR
9731,MIR146B
9732,ZNF677
9733,RFLNB
9734,GALR2
9735,VPS26C
9736,ATP2A1
9737,PLCD3
9738,CGREF1
9739,RHBG
9740,HBG2
9741,RAD21
9742,CLCN4
9743,BPIFB2
9744,SPRY1
9745,CTBP2
9746,CSTF2
9747,LCA5
9748,FOXO3
9749,LRRC3
9750,HDAC11
9751,IRAK1
9752,KIAA1549L
9753,CCDC115
9754,PTGS1
9755,SIGLEC6
9756,CDCA8
9757,FGF12
9758,LCE2A
9759,SLC27A4
9760,LRRC37A
9761,MIR1225
9762,ICAM4
9763,IMP3
9764,PNN
9765,ZFR
9766,SFXN3
9767,UCP3
9768,FBXL7
9769,GAL3ST1
9770,ABCA13
9771,LIPJ
9772,ZBED1
9773,SYN1
9774,HSD17B3
9775,COA5
9776,COQ4
9777,RNASEH2A
9778,COLCA1
9779,CSTF2T
9780,COX8A
9781,CKAP2L
9782,CDC42SE1
9783,YY2
9784,F13B
9785,HOXA5
9786,SRXN1
9787,NHSL2
9788,CFAP58
9789,SELL
9790,XRCC5
9791,EPB41L2
9792,SLC25A53
9793,ANGPTL6
9794,CYB561
9795,AGBL4
9796,THRA
9797,PITX1
9798,CAP2
9799,TUSC3
9800,PLPP5
9801,GCNT4
9802,STX6
9803,NOL7
9804,PLA2G4D
9805,TLR7
9806,NSUN2
9807,FAM90A13P
9808,KNTC1
9809,CT47A1
9810,PTPRN
9811,SYNE2
9812,POTEG
9813,HSPA4L
9814,APC
9815,IMPDH1
9816,MOCS2
9817,ADRB1
9818,IL3RA
9819,APELA
9820,BSG
9821,ROR2
9822,MAPK8IP1
9823,TRBC1
9824,ZNF638
9825,UBOX5
9826,METAP1D
9827,NSDHL
9828,PIK3R5
9829,KCTD1
9830,ATP4A
9831,NAA60
9832,CLDN17
9833,EIF5A2
9834,DOCK11
9835,CCL3P1
9836,YBX2
9837,SNX8
9838,GUCA1C
9839,BCAS4
9840,IFIT2
9841,SLC11A1
9842,CDC25B
9843,TGDS
9844,SEC24A
9845,ANKRD36BP1
9846,TWNK
9847,GPR32
9848,F2R
9849,PRRG1
9850,PRRC2B
9851,FTMT
9852,PPP3CC
9853,AQP3
9854,SLC25A29
9855,SERPINA11
9856,PPP1R3B
9857,SLC1A4
9858,CTSW
9859,RHEBL1
9860,SLC7A10
9861,GSDMA
9862,ELP3
9863,GUCY2F
9864,SERPINA9
9865,SLC30A5
9866,SSRP1
9867,NOA1
9868,UBE2V1
9869,SLC35G1
9870,BCAT2
9871,CRISP1
9872,GULOP
9873,GDPD2
9874,ADNP2
9875,HBB
9876,RGS8
9877,RAB8A
9878,SLC5A3
9879,MYCBP
9880,PI15
9881,TNNC2
9882,CASP10
9883,MAN1B1
9884,AMOTL1
9885,LRRC8E
9886,VIPAS39
9887,ZHX1
9888,LHFPL1
9889,DEPDC5
9890,YTHDF1
9891,CAMK2N1
9892,LRP10
9893,TNFAIP2
9894,NCCRP1
9895,POLRMT
9896,MYO1D
9897,TBC1D25
9898,PACRG
9899,MEOX2
9900,ATAD2
9901,SNORD26
9902,FOXI3
9903,DRAM1
9904,ARHGAP21
9905,TUBGCP5
9906,GP2
9907,SLC9A1
9908,UGCG
9909,STAM2
9910,MED20
9911,OMG
9912,MKKS
9913,TWSG1
9914,NAPSA
9915,GJA9
9916,C3orf33
9917,BAZ1A
9918,TFG
9919,ZNF207
9920,BOK
9921,MRGBP
9922,SGPL1
9923,EEF1AKMT3
9924,CEACAM5
9925,MID1
9926,MAEA
9927,ZNF304
9928,AK7
9929,DUBR
9930,SEPTIN10
9931,LANCL2
9932,TTC28
9933,RRN3
9934,KDM4C
9935,FARP1
9936,CCDC47
9937,ZFAND3
9938,OLIG1
9939,PHF11
9940,CLDN12
9941,EARS2
9942,COX7A1
9943,JUNB
9944,CA4
9945,CCDC141
9946,KRT38
9947,STX1A
9948,FTSJ1
9949,ALX4
9950,EEF1AKMT2
9951,TMEM95
9952,CFB
9953,SIGLEC11
9954,SLC17A2
9955,GNA15
9956,SSBP1
9957,LIG3
9958,RALGDS
9959,SULF1
9960,SLC25A12
9961,GPRIN1
9962,ZFP36
9963,LASTR
9964,SLC4A10
9965,EGR2
9966,TRAF5
9967,MTHFSD
9968,IRF2
9969,ANKH
9970,FCSK
9971,UBA6
9972,NPS
9973,ZC3H12A
9974,C4BPA
9975,FCRL5
9976,PYGO2
9977,KCNJ5
9978,CCNE1
9979,RNF24
9980,PMCH
9981,MPPED2
9982,DCAF11
9983,BCAM
9984,LIN54
9985,CRISP3
9986,BRSK1
9987,HEATR3
9988,OXR1
9989,ZSCAN22
9990,RPL3L
9991,CD1D
9992,GPR39
9993,TSEN54
9994,SNORA31
9995,ZNF12
9996,LIPI
9997,COPG1
9998,CAPN12
9999,MARS2
10000,PLIN2
10001,TEC
10002,LORICRIN
10003,BMP2
10004,YRDC
10005,TEX37
10006,ATP5F1B
10007,SLC6A3
10008,PSMB9
10009,NDN
10010,SNRPF
10011,STK19
10012,YIPF5
10013,MIR212
10014,DPF3
10015,LRRC34
10016,ALS2
10017,PALD1
10018,RRH
10019,SCARNA5
10020,FCGR1A
10021,TBPL2
10022,BTN1A1
10023,IZUMO4
10024,CCNG2
10025,BDNF-AS
10026,MBOAT2
10027,EXOC1
10028,MIR9-2
10029,RDH14
10030,PRRC2A
10031,MAP2K7
10032,CXCR3
10033,SNAP29
10034,CNN3
10035,PREB
10036,TBC1D3D
10037,SCAPER
10038,SPRTN
10039,FHIP2A
10040,DHX58
10041,KRTAP1-4
10042,POC5
10043,DNASE2
10044,GAGE12G
10045,MAML1
10046,MAP3K20
10047,CDK4
10048,GRIK4
10049,PJVK
10050,ASIC2
10051,MRGPRG
10052,MYBPC1
10053,MAGEA3
10054,MED11
10055,GPANK1
10056,PPRC1
10057,TAOK3
10058,ELMO3
10059,NKX2-8
10060,RBM7
10061,DERA
10062,FZD1
10063,MZT1
10064,GAL
10065,FMNL1
10066,ARHGEF17
10067,MORC1
10068,ZFPL1
10069,DIRAS3
10070,ATXN7L3B
10071,ZNF460
10072,MRM1
10073,RTTN
10074,LGALS3
10075,ACHE
10076,PKM
10077,LIPT2
10078,CHCHD8
10079,IFNA14
10080,MOG
10081,PXK
10082,BOLA1
10083,MYOD1
10084,DCAF5
10085,STX17
10086,ATP6V1F
10087,ERAP1
10088,PLK2
10089,CAVIN1
10090,CKMT1B
10091,ADA2
10092,CENPX
10093,HINT3
10094,CTNNA1
10095,ANKRD54
10096,TMPRSS11E
10097,MBD3
10098,PITPNA
10099,EIPR1
10100,NTMT1
10101,ARNTL2
10102,KATNBL1
10103,HOXA3
10104,SYNCRIP
10105,UBR4
10106,RGPD4
10107,DEFB114
10108,SKINT1L
10109,DNAJC3
10110,PFDN1
10111,TCP10L3
10112,FZD7
10113,RCC1
10114,DLX5
10115,GABRG2
10116,DYRK4
10117,ZNF195
10118,LATS2
10119,ZMAT3
10120,MYH6
10121,DRD4
10122,SPESP1
10123,COBL
10124,PSAP
10125,TRAPPC1
10126,SAT1
10127,TNPO3
10128,YAP1
10129,DNAH2
10130,MIR204
10131,FAM83G
10132,HNRNPD
10133,AKAP9
10134,GDF10
10135,LAMP3
10136,DNMT1
10137,TXLNGY
10138,TNFAIP6
10139,POLK
10140,HID1
10141,CHST7
10142,TLR6
10143,RGS19
10144,NRTN
10145,TOX
10146,CGB3
10147,RABL6
10148,MBTPS1
10149,RNASET2
10150,SNHG5
10151,SMYD5
10152,TGFB2
10153,CD83
10154,GPRC5C
10155,FOXH1
10156,EBAG9
10157,TSPAN6
10158,RAB27A
10159,RHOBTB1
10160,MSX2
10161,SLC10A6
10162,ACOX3
10163,L3HYPDH
10164,LRP3
10165,ZNF414
10166,CNTF
10167,HSF1
10168,PHF12
10169,DNASE1L3
10170,CHAMP1
10171,ENTPD2
10172,LRRTM3
10173,MIR1260B
10174,PPA1
10175,CBX2
10176,C7orf11
10177,DNM1L
10178,WDR46
10179,NIFK
10180,RC3H2
10181,KIR2DS3
10182,KNL1
10183,GNG12
10184,ZDHHC13
10185,MARVELD1
10186,GUCY2EP
10187,HLA-C
10188,SEC23B
10189,SGTA
10190,ANO4
10191,DCAF7
10192,CD72
10193,NCK1
10194,VASP
10195,WFDC21P
10196,IGSF3
10197,MMP26
10198,PSMC3
10199,USF2
10200,HES3
10201,NOSIP
10202,BORCS8
10203,PYDC1
10204,ZBTB48
10205,ADORA3
10206,DDOST
10207,SLC3A1
10208,DIRC1
10209,CCDC68
10210,ACMSD
10211,SH3RF3
10212,ZFP37
10213,BCL2L12
10214,DDX18
10215,ZNF568
10216,NOL6
10217,PCDHGB7
10218,NTRK2
10219,TMEM131L
10220,SLC35D2
10221,HMGA2
10222,PLEKHA6
10223,HAUS2
10224,ZPLD1
10225,DLD
10226,PCTP
10227,DEDD
10228,TIMM13
10229,SLC32A1
10230,CGB2
10231,CFAP44
10232,LRIG3
10233,ARL4C
10234,MAP3K9
10235,PPIL1
10236,NUS1
10237,ATG2B
10238,DPP4
10239,SPOCK1
10240,MT-TD
10241,XACT
10242,S100A12
10243,OGA
10244,UCP1
10245,APOA1
10246,HOXD3
10247,SLC9B1
10248,IRGM
10249,ZNF513
10250,RARB
10251,PTPN22
10252,CCNG1
10253,OPHN1
10254,NKAIN4
10255,B3GNT6
10256,FOXO4
10257,FMO5
10258,CBLC
10259,VAV3
10260,BST1
10261,ARID3B
10262,PLCH2
10263,ST8SIA2
10264,LALBA
10265,AMIGO2
10266,IK
10267,CD300LF
10268,P2RY11
10269,CYP2B6
10270,GRIA3
10271,PRSS2
10272,KRTAP1-3
10273,MYBPC3
10274,ATP5IF1
10275,COPS6
10276,DLG1
10277,LOXL4
10278,TTLL6
10279,KIAA0319L
10280,SRGAP2B
10281,HABP4
10282,SLC22A18
10283,NAPG
10284,PYROXD1
10285,LIN7C
10286,LCN10
10287,JAKMIP2
10288,PASD1
10289,LY75
10290,FIBP
10291,SMG7
10292,PCDHG@
10293,HSD3B7
10294,ANP32E
10295,MAPK4
10296,SSBP4
10297,MIRLET7BHG
10298,RETNLB
10299,ZNF408
10300,MGAT1
10301,ZNF222
10302,ATP5O
10303,NUP214
10304,MIR379
10305,FAM167A
10306,RPL26
10307,ZNF366
10308,ERMN
10309,SIRT2
10310,IGHM
10311,MMP10
10312,TLE6
10313,SRRD
10314,KCNIP3
10315,RASA3
10316,PLEK
10317,CPVL
10318,ZBTB14
10319,PRIM1
10320,PGK1
10321,TOP2B
10322,TNFAIP8L3
10323,ARHGAP39
10324,TAF1D
10325,BCCIP
10326,MIR378A
10327,FAM210A
10328,RBMS3
10329,NEK3
10330,EWSR1
10331,CYP2J2
10332,COX14
10333,EPHA5
10334,SCARA3
10335,BRWD3
10336,SGMS1
10337,GYPE
10338,VPS13C
10339,GNG13
10340,DDX47
10341,TYK2
10342,DHX8
10343,METTL1
10344,ARHGAP18
10345,IMP4
10346,SETD5
10347,CDKL2
10348,IL4
10349,GCNT3
10350,SYCE1
10351,AGBL1
10352,NCR1
10353,HNRNPA0
10354,AKT2
10355,COL11A2
10356,LY6G6C
10357,SCG5
10358,SALL2
10359,DSG4
10360,SCMH1
10361,MIR30E
10362,RABL2A
10363,PCDHA9
10364,RACGAP1
10365,ABLIM3
10366,RND3
10367,PDIA3
10368,NRBP1
10369,PTPRN2
10370,UBAC1
10371,SLC5A11
10372,LLPH
10373,SH3PXD2A
10374,NKIRAS1
10375,PCDHB12
10376,PAQR3
10377,ATG4C
10378,RUNDC1
10379,ERAP2
10380,LTB4R
10381,RADIL
10382,PADI3
10383,SENCR
10384,TAF11
10385,SERPINB7
10386,MIR369
10387,AMN
10388,MRPS9
10389,SHLD2
10390,TMEM30CP
10391,LMO3
10392,RPL7A
10393,BMPER
10394,BCR
10395,RXYLT1
10396,ELOVL2
10397,CATSPERG
10398,TRT-TGT6-1
10399,GLDC
10400,CPHXL
10401,SNORD25
10402,CCL15
10403,EPHX1
10404,KLHL4
10405,L1CAM
10406,PMCHL2
10407,COL18A1
10408,CEP89
10409,EPB41L1
10410,EPX
10411,PDXDC1
10412,NEU1
10413,CCNDBP1
10414,PCK2
10415,CLDN11
10416,RAB12
10417,CBR1
10418,GDI1
10419,PIGB
10420,RRAGB
10421,DHRS7C
10422,MGAT4B
10423,ELL
10424,GK3P
10425,TACC3
10426,LINS1
10427,WAS
10428,PPFIBP2
10429,SLC2A4RG
10430,SENP2
10431,MAEL
10432,NALCN
10433,PTPN14
10434,BRMS1
10435,MARCO
10436,SST
10437,CEBPB
10438,NEUROD1
10439,KCNV1
10440,CLC
10441,CAHM
10442,RTN3
10443,GART
10444,BAZ2B
10445,ITK
10446,DNASE1L1
10447,GRK5
10448,RNF103
10449,MLC1
10450,GSTA2
10451,HOXC9
10452,FBXW10
10453,IFNA10
10454,BRD9
10455,RNPS1
10456,WTIP
10457,KRTCAP3
10458,SLFN11
10459,SLC6A6
10460,KLK6
10461,GNG4
10462,SLC46A3
10463,ZNF479
10464,C12orf35
